consumer_id,product_id,purchased_size,fit_outcome,transaction_date
c_558,a_857,11.0,too large,2022-02-02
c_559,a_592,M,too small,2021-08-21
c_559,a_419,M,too large,2021-11-05
c_559,a_266,L,too large,2022-01-13
c_559,a_327,10.0,too large,2022-02-06
c_560,a_642,L,too small,2021-06-10
c_560,a_820,XL,too large,2021-09-07
c_560,a_656,M,too small,2021-11-17
c_560,a_258,L,fit,2022-01-09
c_560,a_306,L,fit,2022-01-30
c_560,a_297,L,fit,2022-03-19
c_561,a_745,XL,too large,2021-04-01
c_561,a_893,XL,fit,2021-04-14
c_561,a_904,L,too small,2021-04-18
c_561,a_238,XL,not applicable,2021-06-05
c_561,a_621,XL,too large,2021-08-19
c_562,a_114,M,too small,2022-02-05
c_563,a_724,8.0,too large,2021-04-10
c_563,a_635,S,not applicable,2021-05-13
c_564,a_740,S,fit,2021-04-20
c_564,a_899,XS,too small,2021-04-25
c_564,a_208,S,too large,2021-06-26
c_564,a_346,S,fit,2021-09-05
c_564,a_351,S,fit,2021-10-31
c_564,a_58,8.0,too small,2021-11-29
c_564,a_740,S,fit,2021-12-02
c_564,a_370,S,too small,2022-02-22
c_565,a_78,M,too small,2021-12-07
c_565,a_49,L,not applicable,2022-02-15
c_565,a_340,L,too small,2022-04-11
c_565,a_649,L,not applicable,2022-04-30
c_565,a_645,11.0,too small,2022-05-18
c_565,a_493,11.5,not applicable,2022-07-31
c_565,a_430,XL,not applicable,2022-09-18
c_566,a_994,M,too large,2021-08-26
c_566,a_416,XS,too small,2021-10-01
c_566,a_714,M,too large,2021-11-06
c_566,a_762,M,too large,2021-12-04
c_566,a_31,S,fit,2022-02-03
c_566,a_989,S,too large,2022-04-23
c_567,a_9,L,too large,2021-05-31
c_567,a_660,13.5,too small,2021-08-12
c_567,a_361,XL,fit,2021-11-03
c_567,a_13,13.5,fit,2021-11-21
c_567,a_59,L,too small,2021-11-29
c_567,a_966,L,fit,2021-12-26
c_567,a_526,L,too large,2022-02-22
c_568,a_79,M,too large,2021-04-09
c_568,a_737,M,not applicable,2021-06-17
c_568,a_319,M,fit,2021-07-29
c_568,a_735,M,fit,2021-09-21
c_568,a_656,M,fit,2021-12-19
c_568,a_433,M,too small,2022-02-16
c_568,a_959,M,not applicable,2022-03-28
c_568,a_70,M,fit,2022-04-04
c_569,a_911,M,too large,2021-10-24
c_569,a_192,L,too large,2021-11-23
c_569,a_882,M,too small,2022-01-21
c_569,a_133,S,too small,2022-03-03
c_569,a_216,M,too small,2022-05-08
c_569,a_87,10.0,fit,2022-07-31
c_570,a_33,13.0,too large,2021-12-02
c_570,a_297,L,too small,2021-12-14
c_570,a_866,L,fit,2022-01-01
c_570,a_145,L,too small,2022-01-15
c_570,a_203,L,too small,2022-04-01
c_570,a_333,12.5,too small,2022-04-23
c_571,a_943,M,too small,2021-05-04
c_571,a_674,M,too small,2021-06-16
c_571,a_151,M,too small,2021-06-28
c_571,a_184,L,too large,2021-08-30
c_571,a_352,M,too small,2021-11-11
c_571,a_690,M,too large,2022-02-01
c_571,a_634,S,too small,2022-03-02
c_571,a_860,M,too small,2022-05-30
c_572,a_680,M,too large,2022-01-31
c_572,a_700,S,too large,2022-04-13
c_572,a_424,M,too large,2022-05-28
c_573,a_283,L,too large,2021-06-25
c_573,a_283,L,too large,2021-07-08
c_573,a_487,L,fit,2021-08-09
c_573,a_459,M,too small,2021-11-04
c_573,a_723,M,too small,2022-01-25
c_573,a_17,11.5,too small,2022-03-12
c_573,a_371,L,fit,2022-03-16
c_573,a_338,M,too small,2022-04-12
c_574,a_204,2XL,fit,2021-11-16
c_574,a_263,2XL,too large,2022-01-13
c_574,a_501,2XL,fit,2022-03-27
c_574,a_630,2XL,fit,2022-04-06
c_574,a_622,2XL,fit,2022-06-19
c_574,a_651,XL,too small,2022-08-28
c_574,a_531,14.5,fit,2022-11-16
c_575,a_996,12.0,not applicable,2021-08-26
c_575,a_222,XL,too large,2021-09-15
c_576,a_75,L,too large,2021-10-01
c_576,a_638,L,too large,2021-11-18
c_576,a_967,L,too large,2022-02-08
c_576,a_115,L,too large,2022-04-07
c_577,a_59,M,too small,2021-07-01
c_577,a_839,M,too small,2021-07-10
c_577,a_860,M,too small,2021-09-15
c_577,a_839,M,too small,2021-10-10
c_577,a_151,M,fit,2021-12-27
c_578,a_881,L,fit,2021-04-19
c_578,a_572,11.0,fit,2021-06-16
c_578,a_205,XL,too small,2021-06-17
c_578,a_220,11.0,too large,2021-07-17
c_579,a_305,S,too large,2021-07-12
c_580,a_557,7.0,too small,2021-07-07
c_580,a_845,S,fit,2021-09-20
c_580,a_38,S,not applicable,2021-11-27
c_580,a_679,XS,too small,2022-02-16
c_580,a_73,S,fit,2022-04-09
c_580,a_23,7.0,fit,2022-06-13
c_581,a_329,2XL,too large,2021-10-09
c_581,a_359,2XL,not applicable,2021-10-10
c_582,a_502,XS,too large,2021-05-15
c_582,a_830,6.0,too small,2021-06-07
c_582,a_705,S,too large,2021-06-08
c_583,a_845,M,fit,2021-08-01
c_583,a_442,M,fit,2021-09-10
c_583,a_669,L,too large,2021-11-13
c_583,a_428,9.5,not applicable,2021-12-21
c_584,a_17,14.0,too small,2021-10-19
c_584,a_822,XL,not applicable,2021-10-20
c_584,a_161,XL,not applicable,2021-11-27
c_584,a_851,XL,too large,2021-11-28
c_584,a_330,XL,too large,2022-02-09
c_585,a_331,M,too large,2021-05-24
c_585,a_774,S,fit,2021-08-09
c_585,a_287,S,fit,2021-10-30
c_585,a_826,9.0,too large,2021-12-17
c_585,a_244,S,fit,2022-03-10
c_585,a_133,M,not applicable,2022-03-29
c_586,a_310,XS,too small,2021-04-15
c_586,a_733,S,too large,2021-05-20
c_586,a_204,S,fit,2021-07-18
c_586,a_442,S,fit,2021-07-26
c_586,a_153,M,too large,2021-09-17
c_586,a_84,XS,too small,2021-10-15
c_587,a_259,XL,too large,2021-05-09
c_587,a_660,11.5,too small,2021-06-09
c_587,a_842,L,too small,2021-09-06
c_587,a_775,M,too small,2021-11-09
c_587,a_729,XL,too large,2022-01-22
c_587,a_676,M,too small,2022-01-31
c_587,a_913,M,too small,2022-04-11
c_587,a_42,L,too large,2022-04-15
c_587,a_201,L,too large,2022-04-26
c_588,a_673,M,too large,2021-06-01
c_588,a_97,S,too small,2021-07-26
c_588,a_914,S,not applicable,2021-10-03
c_589,a_523,9.5,too small,2021-08-22
c_589,a_566,M,too small,2021-09-01
c_589,a_145,L,not applicable,2021-09-27
c_589,a_302,10.0,fit,2021-10-10
c_590,a_431,L,too small,2021-09-02
c_590,a_251,2XL,too large,2021-11-20
c_590,a_98,L,too small,2021-12-24
c_590,a_506,L,too large,2022-01-09
c_590,a_610,11.5,too large,2022-03-05
c_590,a_264,L,too large,2022-05-01
c_590,a_413,L,too small,2022-05-22
c_590,a_46,2XL,too large,2022-05-25
c_590,a_915,11.0,too small,2022-08-05
c_591,a_267,L,too small,2021-12-09
c_591,a_495,L,too small,2021-12-22
c_591,a_840,XL,too large,2022-02-18
c_591,a_132,L,too large,2022-03-02
c_591,a_808,M,too small,2022-04-08
c_592,a_644,XL,fit,2021-09-30
c_592,a_916,XL,fit,2021-12-10
c_592,a_649,L,too small,2021-12-16
c_592,a_810,2XL,too large,2022-02-11
c_593,a_117,XL,too large,2021-11-05
c_593,a_707,2XL,too large,2021-11-19
c_593,a_65,XL,too small,2022-01-09
c_593,a_770,12.0,too small,2022-04-01
c_594,a_651,L,fit,2021-09-29
c_595,a_756,M,not applicable,2021-09-26
c_595,a_696,M,too large,2021-10-31
c_596,a_137,S,too small,2022-03-11
c_596,a_779,S,too small,2022-05-30
c_596,a_449,XS,too small,2022-08-08
c_597,a_893,M,fit,2021-11-02
c_597,a_848,9.0,too small,2022-01-06
c_597,a_362,M,fit,2022-03-06
c_597,a_549,M,too large,2022-05-15
c_598,a_296,S,fit,2021-04-27
c_598,a_306,M,too large,2021-05-14
c_598,a_576,S,not applicable,2021-06-25
c_599,a_28,XL,too large,2021-07-18
c_599,a_907,L,too large,2021-09-20
c_600,a_737,M,too small,2021-07-29
c_601,a_46,2XL,not applicable,2021-05-15
c_601,a_895,2XL,not applicable,2021-07-13
c_601,a_991,XL,too small,2021-10-10
c_601,a_928,2XL,fit,2021-12-30
c_601,a_670,2XL,not applicable,2022-03-22
c_601,a_995,2XL,too large,2022-05-06
c_602,a_925,M,too large,2022-02-21
c_602,a_716,S,too small,2022-04-26
c_602,a_609,7.5,too small,2022-06-30
c_602,a_174,S,not applicable,2022-07-11
c_603,a_600,7.5,too small,2021-04-14
c_603,a_410,S,too small,2021-06-03
c_603,a_571,M,too large,2021-07-15
c_603,a_161,XS,too large,2021-07-20
c_603,a_856,S,too small,2021-07-23
c_604,a_907,M,fit,2021-10-06
c_605,a_388,L,too small,2021-03-24
c_605,a_891,L,too large,2021-04-25
c_605,a_541,L,too small,2021-06-19
c_605,a_953,11.0,too small,2021-09-12
c_605,a_504,L,too small,2021-10-01
c_605,a_840,XL,too large,2021-11-26
c_605,a_151,L,fit,2022-02-07
c_606,a_545,M,fit,2021-09-05
c_606,a_681,S,too small,2021-10-03
c_606,a_993,L,too large,2021-11-19
c_606,a_517,L,too large,2021-12-13
c_606,a_227,M,fit,2022-02-03
c_607,a_153,S,fit,2021-02-07
c_607,a_647,7.5,not applicable,2021-04-08
c_607,a_893,S,fit,2021-05-04
c_607,a_428,7.5,not applicable,2021-07-08
c_607,a_288,S,fit,2021-10-02
c_607,a_570,M,too large,2021-10-17
c_608,a_86,S,too small,2021-03-01
c_608,a_510,M,not applicable,2021-04-20
c_608,a_470,S,too small,2021-07-15
c_608,a_587,8.5,fit,2021-07-29
c_608,a_779,S,too small,2021-09-20
c_609,a_850,2XL,too large,2021-04-29
c_610,a_253,2XL,too large,2021-02-21
c_610,a_524,2XL,not applicable,2021-02-27
c_610,a_99,2XL,too small,2021-03-18
c_610,a_145,2XL,too small,2021-03-25
c_610,a_963,XL,too small,2021-04-07
c_611,a_260,XL,fit,2021-07-28
c_611,a_535,2XL,too large,2021-09-14
c_611,a_98,L,too small,2021-10-05
c_611,a_584,XL,fit,2021-10-16
c_611,a_613,2XL,not applicable,2021-11-26
c_612,a_811,L,fit,2021-12-19
c_612,a_141,L,fit,2022-01-05
c_612,a_901,M,too small,2022-03-11
c_612,a_261,L,too large,2022-04-20
c_612,a_362,L,fit,2022-05-19
c_612,a_712,L,fit,2022-06-03
c_612,a_524,L,fit,2022-07-29
c_612,a_253,L,fit,2022-08-14
c_612,a_199,11.5,too large,2022-09-02
c_613,a_430,M,too small,2021-04-11
c_613,a_199,8.5,too large,2021-04-25
c_613,a_759,M,too small,2021-05-17
c_613,a_102,M,too small,2021-06-12
c_613,a_311,S,too small,2021-08-18
c_613,a_851,M,too large,2021-09-12
c_613,a_215,L,too large,2021-09-30
c_613,a_899,L,too large,2021-10-10
c_614,a_231,M,too large,2021-10-13
c_614,a_771,M,too large,2021-10-28
c_614,a_456,S,too small,2021-12-07
c_614,a_892,S,too small,2022-02-01
c_615,a_31,M,fit,2022-01-13
c_615,a_341,10.0,fit,2022-03-18
c_616,a_690,L,too large,2021-04-07
c_616,a_635,M,too small,2021-06-07
c_616,a_81,XL,too large,2021-06-19
c_616,a_804,S,too small,2021-07-10
c_617,a_472,S,not applicable,2021-05-10
c_618,a_783,XL,too large,2021-09-10
c_618,a_633,XL,too large,2021-10-27
c_618,a_536,13.5,too small,2021-11-23
c_618,a_328,XL,too small,2022-02-15
c_619,a_74,L,not applicable,2021-09-30
c_619,a_269,S,too small,2021-10-15
c_619,a_332,L,not applicable,2021-11-18
c_620,a_677,S,too large,2021-04-26
c_620,a_691,XS,too small,2021-06-22
c_620,a_325,S,too large,2021-09-11
c_621,a_689,14.0,fit,2021-09-18
c_621,a_779,L,too small,2021-12-03
c_621,a_195,2XL,too large,2021-12-10
c_621,a_750,XL,too small,2022-01-05
c_621,a_845,XL,fit,2022-01-28
c_622,a_395,12.5,fit,2021-03-31
c_623,a_539,XL,fit,2021-11-30
c_623,a_819,XL,too small,2022-01-17
c_623,a_304,L,too small,2022-03-18
c_624,a_802,XL,not applicable,2021-07-29
c_624,a_832,XL,too large,2021-08-27
c_624,a_326,XL,too large,2021-09-11
c_624,a_818,L,fit,2021-10-14
c_625,a_295,XL,too small,2021-02-16
c_625,a_429,XL,too small,2021-02-28
c_625,a_679,XL,too small,2021-05-19
c_625,a_994,2XL,too large,2021-06-10
c_626,a_940,XS,too small,2021-08-30
c_626,a_183,XS,too small,2021-11-17
c_626,a_418,2XS,too small,2022-02-03
c_626,a_944,XS,too small,2022-04-18
c_626,a_605,XS,not applicable,2022-05-31
c_627,a_843,L,not applicable,2021-07-30
c_627,a_798,L,too large,2021-10-12
c_627,a_338,L,fit,2021-10-13
c_627,a_426,L,not applicable,2021-11-14
c_627,a_497,M,too small,2021-11-22
c_627,a_712,L,not applicable,2022-01-03
c_627,a_288,L,fit,2022-02-18
c_627,a_897,12.0,too small,2022-03-09
c_627,a_25,L,too large,2022-03-23
c_627,a_84,XL,too large,2022-04-05
c_628,a_645,8.5,too large,2021-08-29
c_628,a_653,S,not applicable,2021-11-01
c_628,a_287,M,too large,2021-11-15
c_628,a_76,S,fit,2021-11-18
c_628,a_820,S,too large,2022-01-21
c_628,a_521,M,too large,2022-04-08
c_629,a_631,L,fit,2022-02-10
c_629,a_177,L,too large,2022-03-10
c_629,a_741,L,fit,2022-04-07
c_629,a_445,M,too small,2022-04-16
c_629,a_153,L,fit,2022-05-27
c_629,a_408,XL,too large,2022-07-22
c_629,a_983,L,too small,2022-07-27
c_629,a_547,L,too large,2022-08-19
c_629,a_28,XL,too large,2022-10-30
c_630,a_322,S,fit,2021-09-28
c_630,a_581,M,too large,2021-12-15
c_631,a_244,L,fit,2021-11-14
c_631,a_195,XL,too large,2022-01-04
c_631,a_534,M,too small,2022-04-01
c_631,a_833,XL,not applicable,2022-04-05
c_631,a_255,L,not applicable,2022-05-09
c_631,a_651,L,fit,2022-08-01
c_631,a_127,L,too large,2022-09-07
c_632,a_864,2XL,too large,2022-01-24
c_632,a_174,2XL,too large,2022-02-02
c_632,a_451,2XL,too small,2022-04-05
c_632,a_262,2XL,too large,2022-05-27
c_633,a_13,11.5,fit,2022-01-09
c_633,a_759,M,too small,2022-02-08
c_633,a_536,11.5,fit,2022-03-02
c_633,a_795,M,too small,2022-05-11
c_633,a_795,XL,too large,2022-06-27
c_634,a_935,L,fit,2021-08-02
c_635,a_580,M,fit,2021-11-25
c_636,a_442,XL,fit,2021-02-21
c_637,a_218,XL,too large,2021-10-21
c_637,a_990,XL,too large,2021-10-25
c_637,a_411,XL,too small,2021-11-06
c_637,a_932,XL,too small,2021-11-09
c_637,a_330,XL,too large,2022-01-26
c_638,a_145,S,too small,2021-11-05
c_638,a_233,S,too small,2021-11-30
c_638,a_687,M,too large,2022-02-25
c_638,a_276,M,too small,2022-05-24
c_638,a_42,L,too large,2022-05-28
c_638,a_730,M,fit,2022-07-18
c_638,a_184,M,too large,2022-10-09
c_638,a_218,M,too large,2022-12-28
c_639,a_73,XL,fit,2021-09-15
c_640,a_998,M,too small,2021-11-02
c_640,a_398,M,too small,2021-11-22
c_640,a_754,M,too large,2021-12-07
c_641,a_705,XS,too small,2021-07-08
c_641,a_581,S,too small,2021-07-17
c_641,a_565,S,too small,2021-08-18
c_641,a_406,M,too large,2021-11-05
c_641,a_944,S,too small,2021-12-31
c_642,a_394,L,not applicable,2021-04-06
c_642,a_412,L,fit,2021-05-15
c_642,a_935,L,fit,2021-07-26
c_642,a_911,L,too large,2021-10-08
c_642,a_85,L,fit,2022-01-04
c_643,a_303,S,too small,2021-06-02
c_643,a_228,S,too large,2021-08-30
c_643,a_293,S,too large,2021-10-15
c_643,a_113,7.0,too small,2021-12-15
c_643,a_119,S,too large,2022-02-01
c_643,a_499,S,too small,2022-02-21
c_643,a_877,7.5,too small,2022-03-15
c_644,a_599,14.5,not applicable,2021-07-16
c_644,a_217,2XL,fit,2021-09-06
c_644,a_315,XL,too small,2021-09-12
c_644,a_248,2XL,too small,2021-11-11
c_644,a_117,2XL,fit,2021-11-26
c_644,a_287,2XL,fit,2022-01-11
c_644,a_156,XL,too small,2022-02-27
c_645,a_750,M,too small,2021-07-29
c_645,a_305,M,too large,2021-10-20
c_645,a_930,M,too small,2021-11-17
c_646,a_901,XL,too large,2022-01-31
c_647,a_582,XL,too small,2021-04-09
c_647,a_218,L,too small,2021-05-22
c_647,a_742,XL,too small,2021-06-04
c_647,a_894,XL,not applicable,2021-08-30
c_647,a_210,14.0,too large,2021-11-07
c_647,a_722,13.5,too large,2021-12-12
c_648,a_944,L,too small,2022-01-17
c_648,a_498,13.0,fit,2022-02-20
c_648,a_958,L,too small,2022-03-28
c_648,a_376,XL,too large,2022-04-25
c_648,a_221,XL,not applicable,2022-06-08
c_649,a_602,S,fit,2021-09-20
c_649,a_946,S,too small,2021-09-28
c_649,a_352,S,too small,2021-11-28
c_649,a_655,S,too small,2022-02-15
c_649,a_210,8.0,not applicable,2022-04-22
c_649,a_13,8.0,fit,2022-05-13
c_649,a_946,S,too small,2022-07-25
c_650,a_766,M,too large,2021-02-16
c_650,a_220,10.0,too large,2021-05-10
c_650,a_16,S,too small,2021-06-12
c_651,a_180,S,too small,2021-03-28
c_651,a_119,M,fit,2021-04-12
c_651,a_941,M,fit,2021-05-01
c_651,a_725,M,fit,2021-07-06
c_651,a_479,M,fit,2021-09-09
c_651,a_367,M,fit,2021-12-07
c_652,a_655,M,too small,2021-06-21
c_652,a_536,9.5,too small,2021-08-09
c_652,a_46,L,too large,2021-10-16
c_652,a_669,S,too small,2021-12-17
c_652,a_341,10.0,fit,2021-12-25
c_652,a_346,L,too large,2022-02-26
c_653,a_376,S,too large,2021-08-04
c_653,a_808,S,fit,2021-10-17
c_653,a_686,XS,too small,2021-11-03
c_653,a_673,S,not applicable,2021-11-12
c_654,a_114,M,fit,2021-04-01
c_654,a_884,M,fit,2021-06-23
c_654,a_440,M,too small,2021-06-29
c_654,a_726,10.0,not applicable,2021-09-03
c_654,a_106,S,not applicable,2021-11-24
c_655,a_761,M,too large,2021-06-22
c_655,a_875,M,too small,2021-07-20
c_655,a_78,M,too small,2021-09-12
c_656,a_547,M,too large,2021-08-24
c_656,a_774,L,too large,2021-11-13
c_656,a_766,M,fit,2021-12-02
c_656,a_889,10.0,not applicable,2022-02-10
c_656,a_610,9.0,too small,2022-03-18
c_656,a_46,M,fit,2022-06-10
c_656,a_191,M,fit,2022-06-18
c_656,a_580,M,fit,2022-07-10
c_657,a_308,9.0,too small,2021-07-01
c_657,a_212,L,too large,2021-07-16
c_657,a_777,M,too large,2021-10-06
c_657,a_421,L,too large,2021-11-26
c_657,a_809,M,too large,2021-12-04
c_658,a_792,2XL,fit,2021-05-18
c_658,a_59,L,too small,2021-06-17
c_658,a_329,2XL,fit,2021-07-29
c_659,a_489,8.0,too small,2022-02-07
c_659,a_999,S,too small,2022-04-18
c_659,a_91,XS,too small,2022-05-25
c_660,a_376,2XL,too large,2022-02-10
c_660,a_973,XL,too small,2022-04-10
c_660,a_763,XL,too small,2022-04-14
c_660,a_784,2XL,not applicable,2022-07-08
c_661,a_301,XL,too small,2022-02-03
c_661,a_65,XL,too small,2022-04-04
c_661,a_554,XL,too small,2022-04-14
c_661,a_389,2XL,too large,2022-05-08
c_661,a_102,L,too small,2022-05-21
c_661,a_486,XL,too large,2022-06-12
c_661,a_142,XL,too small,2022-08-05
c_662,a_729,2XL,too large,2021-04-11
c_663,a_797,L,too large,2021-12-25
c_663,a_427,10.0,fit,2022-03-24
c_663,a_580,M,fit,2022-06-09
c_664,a_890,M,too small,2022-02-20
c_664,a_754,XL,too large,2022-05-02
c_664,a_61,L,fit,2022-07-04
c_664,a_547,L,too large,2022-08-12
c_664,a_448,XL,too large,2022-08-14
c_664,a_341,11.0,fit,2022-08-27
c_665,a_614,2XL,too large,2021-03-16
c_665,a_779,2XL,too small,2021-04-28
c_665,a_208,XL,too small,2021-06-15
c_665,a_604,2XL,too small,2021-09-04
c_665,a_341,14.5,too large,2021-11-16
c_666,a_264,M,fit,2021-08-22
c_666,a_211,M,not applicable,2021-08-27
c_666,a_996,10.5,too large,2021-09-05
c_666,a_785,M,too small,2021-09-12
c_667,a_461,L,not applicable,2021-09-01
c_667,a_985,L,not applicable,2021-11-10
c_667,a_565,M,too small,2021-12-02
c_668,a_875,XL,too small,2021-05-18
c_668,a_606,XL,too small,2021-06-22
c_668,a_986,XL,too large,2021-07-26
c_668,a_115,XL,fit,2021-08-14
c_669,a_731,M,not applicable,2021-12-13
c_670,a_910,12.5,not applicable,2021-04-10
c_670,a_401,L,fit,2021-05-31
c_670,a_206,12.0,not applicable,2021-08-27
c_670,a_953,12.5,not applicable,2021-10-27
c_670,a_98,M,too small,2021-12-19
c_670,a_419,XL,too large,2022-01-03
c_670,a_703,L,not applicable,2022-04-01
c_671,a_256,11.5,too large,2021-04-07
c_672,a_143,L,too large,2021-12-22
c_672,a_158,M,too small,2022-02-10
c_672,a_28,L,too large,2022-03-05
c_672,a_750,XL,not applicable,2022-05-19
c_672,a_731,L,not applicable,2022-08-02
c_672,a_624,L,too large,2022-10-28
c_672,a_26,M,too small,2023-01-19
c_672,a_343,L,too small,2023-02-25
c_672,a_818,L,too small,2023-04-18
c_673,a_46,S,too small,2021-04-08
c_673,a_233,M,too large,2021-04-17
c_673,a_249,S,too small,2021-05-31
c_673,a_353,8.5,not applicable,2021-08-14
c_673,a_816,S,too small,2021-09-02
c_674,a_570,2XL,fit,2021-12-05
c_674,a_678,2XL,too small,2022-01-01
c_674,a_904,2XL,too large,2022-03-20
c_674,a_652,14.0,too small,2022-03-30
c_674,a_633,2XL,too large,2022-05-05
c_674,a_947,2XL,too large,2022-07-02
c_675,a_221,S,too large,2021-01-12
c_675,a_908,S,too small,2021-03-26
c_675,a_516,S,too large,2021-05-24
c_675,a_363,XS,too small,2021-06-08
c_675,a_617,S,too small,2021-09-02
c_675,a_9,S,too large,2021-11-09
c_676,a_30,XS,too small,2022-02-09
c_676,a_998,S,too small,2022-03-03
c_676,a_369,S,not applicable,2022-05-06
c_676,a_536,7.5,too small,2022-06-23
c_677,a_367,2XL,too large,2021-08-02
c_677,a_384,XL,too large,2021-10-18
c_677,a_303,2XL,too large,2021-11-20
c_677,a_607,13.0,too small,2021-12-06
c_677,a_712,XL,fit,2021-12-18
c_677,a_255,XL,too small,2022-02-23
c_677,a_244,XL,too small,2022-03-03
c_677,a_644,XL,fit,2022-05-15
c_678,a_174,M,fit,2021-11-27
c_678,a_578,M,too small,2021-12-19
c_678,a_226,L,too large,2022-02-24
c_678,a_636,M,too small,2022-03-31
c_678,a_361,M,not applicable,2022-04-26
c_678,a_679,M,too small,2022-05-09
c_678,a_312,9.5,too large,2022-06-03
c_679,a_235,L,too small,2021-03-17
c_679,a_119,L,too large,2021-05-16
c_679,a_50,L,too large,2021-05-20
c_679,a_806,12.5,fit,2021-06-04
c_679,a_857,12.5,too large,2021-07-28
c_679,a_5,M,too small,2021-08-25
c_679,a_93,M,too small,2021-09-30
c_679,a_164,L,too large,2021-11-25
c_680,a_632,M,fit,2022-01-18
c_680,a_936,M,too large,2022-03-11
c_680,a_280,M,not applicable,2022-06-07
c_680,a_829,M,fit,2022-07-06
c_681,a_445,XS,too small,2021-05-21
c_681,a_776,S,not applicable,2021-06-20
c_681,a_751,7.5,not applicable,2021-08-11
c_681,a_615,S,fit,2021-09-09
c_681,a_127,S,too large,2021-10-03
c_681,a_26,S,too large,2021-10-29
c_681,a_222,S,not applicable,2021-11-09
c_681,a_159,S,fit,2021-12-30
c_682,a_305,M,too large,2021-04-30
c_682,a_750,S,too small,2021-06-15
c_682,a_227,M,not applicable,2021-06-27
c_682,a_999,S,too small,2021-08-07
c_682,a_336,8.0,too small,2021-09-21
c_683,a_568,M,too large,2021-06-01
c_683,a_604,S,too small,2021-08-19
c_683,a_505,S,not applicable,2021-10-12
c_683,a_976,XS,too small,2021-11-22
c_683,a_621,XS,too small,2021-12-12
c_683,a_720,S,not applicable,2021-12-18
c_683,a_385,S,not applicable,2022-01-08
c_683,a_921,S,too small,2022-04-07
c_684,a_403,XS,too small,2022-02-26
c_685,a_93,S,too large,2021-09-11
c_685,a_55,S,fit,2021-09-15
c_686,a_641,M,too large,2021-09-08
c_686,a_744,M,too large,2021-11-23
c_686,a_615,L,too large,2021-12-07
c_686,a_487,XL,too large,2022-01-14
c_687,a_779,XL,too small,2021-12-11
c_687,a_845,L,too small,2022-02-17
c_688,a_170,L,too small,2022-01-09
c_688,a_328,XL,too small,2022-02-18
c_688,a_911,XL,too large,2022-05-04
c_688,a_108,2XL,too large,2022-05-07
c_688,a_148,XL,fit,2022-05-21
c_688,a_48,L,too small,2022-07-19
c_688,a_456,L,too small,2022-07-26
c_688,a_889,12.5,too small,2022-08-31
c_689,a_958,S,too small,2021-09-13
c_689,a_722,9.5,too large,2021-09-27
c_689,a_900,S,too small,2021-10-06
c_689,a_312,9.0,fit,2021-12-31
c_689,a_555,8.5,too small,2022-01-28
c_689,a_180,M,too small,2022-04-22
c_689,a_487,S,too small,2022-05-06
c_689,a_222,M,too small,2022-07-31
c_690,a_932,XL,fit,2021-06-16
c_690,a_559,L,too small,2021-09-05
c_690,a_287,XL,fit,2021-10-29
c_690,a_756,XL,fit,2021-12-12
c_691,a_341,10.0,not applicable,2021-06-03
c_692,a_238,S,not applicable,2021-08-22
c_692,a_458,S,too small,2021-09-13
c_692,a_632,M,too large,2021-09-24
c_692,a_853,S,too large,2021-09-25
c_693,a_262,XL,too large,2021-06-18
c_693,a_136,XL,not applicable,2021-07-25
c_693,a_61,L,too small,2021-09-07
c_693,a_38,L,too small,2021-10-04
c_693,a_838,XL,too large,2021-10-07
c_693,a_647,14.0,too large,2021-12-27
c_694,a_428,9.0,not applicable,2021-02-27
c_694,a_510,S,too small,2021-05-05
c_695,a_325,XL,not applicable,2021-03-16
c_695,a_33,14.5,too large,2021-03-23
c_695,a_602,2XL,fit,2021-04-26
c_695,a_50,2XL,fit,2021-07-18
c_695,a_562,14.5,fit,2021-08-15
c_695,a_144,14.5,fit,2021-10-24
c_695,a_902,2XL,fit,2021-12-10
c_695,a_989,2XL,too large,2021-12-18
c_695,a_25,XL,too large,2022-03-13
c_696,a_518,M,too small,2021-05-09
c_696,a_613,L,too small,2021-07-21
c_696,a_814,13.0,too large,2021-07-28
c_696,a_215,XL,too large,2021-10-02
c_696,a_588,XL,fit,2021-11-02
c_696,a_405,L,fit,2021-11-13
c_697,a_201,L,too small,2021-05-03
c_697,a_770,12.5,too small,2021-07-28
c_697,a_686,2XL,too large,2021-10-18
c_697,a_204,XL,fit,2021-12-03
c_697,a_821,XL,too small,2021-12-21
c_698,a_672,L,too large,2021-07-16
c_698,a_910,9.5,too small,2021-08-15
c_698,a_887,L,too large,2021-10-19
c_698,a_728,M,too small,2021-11-06
c_698,a_851,M,too large,2021-12-02
c_698,a_329,M,not applicable,2022-01-27
c_698,a_745,L,too large,2022-01-28
c_699,a_908,S,fit,2021-12-09
c_699,a_851,XS,not applicable,2022-01-24
c_699,a_731,S,fit,2022-02-25
c_699,a_67,S,fit,2022-04-15
c_699,a_114,S,fit,2022-06-06
c_699,a_965,S,fit,2022-06-27
c_699,a_831,8.0,too large,2022-09-16
c_700,a_436,M,too large,2022-03-17
c_700,a_432,M,too small,2022-04-18
c_700,a_721,M,fit,2022-04-26
c_700,a_829,M,not applicable,2022-04-29
c_700,a_673,M,too large,2022-07-07
c_700,a_483,L,too large,2022-09-07
c_701,a_779,2XL,not applicable,2021-11-12
c_701,a_107,XL,too small,2021-12-24
c_701,a_50,L,too small,2022-02-28
